,missing_pct
purchase_area,21.754084158812603
type_conn_perc,4.6840795547553595
type_of_connection,2.640267770193674
net_manager,0.7170689688761291
annual_consume_lowtarif_perc,0.3248733267753671
smartmeter_perc,0.3248733267753671
delivery_perc,0.050849309231122436
perc_of_active_connections,0.03649707937054375
num_connections,0.00017262132134716638
consume_per_conn_tmp,0.00017262132134716638
zipcode_from,0.0
city,0.0
annual_consume,0.0
year,0.0
